"","psnl_city","anul_clndr_code","txn_amt"
"1919","strathmore",2015,44071.15
"1920","strathmore",2016,26137.81
"1921","strathroy",2009,4407.85
"1922","strathroy",2010,4442.58
"1923","strathroy",2011,8634.57
"1924","strathroy",2012,14249.7
"1925","strathroy",2013,14853.01
"1926","strathroy",2014,21401.24
"1927","strathroy",2015,21021.07
"1928","strathroy",2016,13241.99
"1929","sudbury",2007,14088.07
"1930","sudbury",2008,43129.33
"1931","sudbury",2009,29522.21
"1932","sudbury",2010,25863.64
"1933","sudbury",2011,36816.23
"1934","sudbury",2012,29326.44
"1935","sudbury",2013,30264.39
"1936","sudbury",2014,24228.71
"1937","sudbury",2015,37097.34
"1938","sudbury",2016,29546.4
"1939","summerland",2009,2611.9
"1940","summerland",2010,215.69
"1941","sunderland",2007,1205.58
"1942","sunderland",2008,14339.9
"1943","sunderland",2009,5493.97
"1944","sunderland",2010,1179.33
"1945","sunderland",2011,475.95
"1946","sunderland",2012,476.01
"1947","sunderland",2013,92.46
"1948","sunderland",2014,138.11
"1949","sunderland",2015,277.44
"1950","sunderland",2016,1419.81
"1951","surrey",2007,5167.96
"1952","surrey",2008,19204.46
"1953","surrey",2009,50712.84
"1954","surrey",2010,87635.97
"1955","surrey",2011,77036.55
"1956","surrey",2012,81798.19
"1957","surrey",2013,68708.46
"1958","surrey",2014,76725.46
"1959","surrey",2015,95924.49
"1960","surrey",2016,81088.25
"1961","sydney mines",2016,4542.42
"1962","taber",2011,9838.65
"1963","taber",2012,9415.18
"1964","taber",2015,178.43
"1965","tecumseh",2009,3720.28
"1966","tecumseh",2010,7532.46
"1967","tecumseh",2011,4585.34
"1968","tecumseh",2012,4107.82
"1969","tecumseh",2013,1691.5
"1970","terrebonne",2009,7.89
"1971","terrebonne",2011,57.02
"1972","terrebonne",2012,1149.41
"1973","terrebonne",2013,347.79
"1974","thornhill",2007,1673.23
"1975","thornhill",2008,1706.88
"1976","thornhill",2009,1462.01
"1977","thornhill",2010,616.74
"1978","thornhill",2011,603.95
"1979","thornhill",2012,1093.84
"1980","thornhill",2013,12050.18
"1981","thornhill",2014,21781.84
"1982","thornhill",2015,42712.26
"1983","thornhill",2016,14081.75
"1984","thorold",2007,27.83
"1985","thorold",2008,5302.71
"1986","thorold",2009,5631.31
"1987","thorold",2010,8095.06
"1988","thorold",2011,8658.78
"1989","thorold",2012,350.43
"1990","thorold",2013,737.07
"1991","thorold",2014,1515.16
"1992","thorold",2015,1278.41
"1993","thorold",2016,578.55
"1994","thunder bay",2008,7251.09
"1995","thunder bay",2009,15783.88
"1996","thunder bay",2010,16261.7
"1997","thunder bay",2011,23188.59
"1998","thunder bay",2012,45809.48
"1999","thunder bay",2013,40522.8
"2000","thunder bay",2014,40973.15
"2001","thunder bay",2015,32487.8
"2002","thunder bay",2016,20186.78
"2003","tillsonburg",2009,1257.2
"2004","tillsonburg",2010,7017.37
"2005","tillsonburg",2011,6153.28
"2006","tillsonburg",2012,3996.35
"2007","tillsonburg",2013,10135.61
"2008","tillsonburg",2014,5503.55
"2009","tillsonburg",2015,5054.23
"2010","tillsonburg",2016,4303.9
"2011","timberlea",2014,726.06
"2012","timberlea",2015,6902.38
"2013","timberlea",2016,7794.5
"2014","timmins",2009,33910.88
"2015","timmins",2010,46470.02
"2016","timmins",2011,45555.18
"2017","timmins",2012,54621.74
"2018","timmins",2013,49673.37
"2019","timmins",2014,42297.42
"2020","timmins",2015,35292.94
"2021","timmins",2016,19289.17
"2022","tofield",2012,983.17
"2023","tofield",2013,12060.36
"2024","tofield",2014,14089.55
"2025","tofield",2015,13861.53
"2026","tofield",2016,8744.35
"2027","toronto",2007,33160.23
"2028","toronto",2008,113060.19
"2029","toronto",2009,224098.97
"2030","toronto",2010,291681.38
"2031","toronto",2011,335631.69
"2032","toronto",2012,430543.23
"2033","toronto",2013,538573
"2034","toronto",2014,641598.32
"2035","toronto",2015,729400.59
"2036","toronto",2016,481171.74
"2037","tottenham",2009,6493.7
"2038","tottenham",2010,13722.86
"2039","tottenham",2011,9816.63
"2040","tottenham",2012,20496.72
"2041","tottenham",2013,18500.1
"2042","tottenham",2014,27942.09
"2043","tottenham",2015,21489.93
"2044","tottenham",2016,15801.2
"2045","trail",2010,81.5
"2046","trail",2011,35.33
"2047","trail",2012,3218.13
"2048","trail",2013,9982.18
"2049","trail",2014,4271.74
"2050","trail",2015,5604.1
"2051","trail",2016,3393.54
"2052","trenton",2008,6289.62
"2053","trenton",2009,18083.39
"2054","trenton",2010,31368.59
"2055","trenton",2011,44178.13
"2056","trenton",2012,45719.09
"2057","trenton",2013,81215.4
"2058","trenton",2014,61445.76
"2059","trenton",2015,83598.68
"2060","trenton",2016,49652.05
"2061","truro",2013,222.67
"2062","truro",2014,797.41
"2063","truro",2015,8461.75
"2064","truro",2016,4689.57
"2065","utterson",2009,866.35
"2066","utterson",2010,566.5
"2067","utterson",2011,1283.99
"2068","utterson",2012,9637.73
"2069","utterson",2013,4978.98
"2070","utterson",2014,1562.65
"2071","utterson",2015,19.86
"2072","val caron",2015,299.99
"2073","val caron",2016,109.99
"2074","valdesmonts",2014,490.57
"2075","valdesmonts",2015,2813.72
"2076","valdesmonts",2016,956.64
"2077","valleyview",2011,2341.3
"2078","valleyview",2012,11348.2
"2079","valleyview",2013,13576.37
"2080","valleyview",2016,40.07
"2081","vancouver",2007,1056.28
"2082","vancouver",2008,17886.19
"2083","vancouver",2009,65128.6
"2084","vancouver",2010,87207.35
"2085","vancouver",2011,124974.22
"2086","vancouver",2012,90356.12
"2087","vancouver",2013,98682.78
"2088","vancouver",2014,67142.94
"2089","vancouver",2015,121168.66
"2090","vancouver",2016,92224.76
"2091","vankleek hill",2009,8917.25
"2092","vankleek hill",2010,19439.4
"2093","vankleek hill",2011,18577.94
"2094","vankleek hill",2012,16929.39
"2095","vankleek hill",2013,14539.96
"2096","vankleek hill",2014,13162.15
"2097","vankleek hill",2015,18682.82
"2098","vankleek hill",2016,13908.46
"2099","vaudreuildorion",2009,108.36
"2100","vaudreuildorion",2010,631.07
"2101","vaudreuildorion",2011,1868.82
"2102","vaudreuildorion",2013,528.96
"2103","vaudreuildorion",2014,33.1
"2104","vaudreuildorion",2015,51.62
"2105","vaudreuildorion",2016,22.38
"2106","verdun",2008,4728.56
"2107","verdun",2009,21782.02
"2108","verdun",2010,21704.31
"2109","verdun",2011,7600.7
"2110","verdun",2012,18845.11
"2111","verdun",2013,1389.97
"2112","verdun",2014,98.58
"2113","verdun",2015,8989.77
"2114","verdun",2016,13390.25
"2115","vermilion",2012,1928.14
"2116","vermilion",2013,753.55
"2117","vermilion",2014,8356
"2118","vermilion",2015,8321.61
"2119","vermilion",2016,8371.15
"2120","vernon",2013,2807.91
"2121","vernon",2014,12371.84
"2122","vernon",2015,18144.33
"2123","vernon",2016,7806.34
"2124","victoria",2008,9676.97
"2125","victoria",2009,36619.75
"2126","victoria",2010,73931.26
"2127","victoria",2011,93728.58
"2128","victoria",2012,89056.02
"2129","victoria",2013,100410.53
"2130","victoria",2014,85126.26
"2131","victoria",2015,96531.45
"2132","victoria",2016,75978.26
"2133","victoriaville",2016,11.72
"2134","wallaceburg",2008,5716.15
"2135","wallaceburg",2009,14526.67
"2136","wallaceburg",2010,18365.3
"2137","wallaceburg",2011,21134.62
"2138","wallaceburg",2012,9812.07
"2139","wallaceburg",2013,1224.67
"2140","wallaceburg",2014,3961.59
"2141","wallaceburg",2015,3778.26
"2142","wallaceburg",2016,1964.73
"2143","wasaga beach",2008,12.88
"2144","wasaga beach",2009,4642.91
"2145","wasaga beach",2010,13802.3
"2146","wasaga beach",2011,14036.93
"2147","wasaga beach",2012,16542.57
"2148","wasaga beach",2013,18814.9
"2149","wasaga beach",2014,30109.89
"2150","wasaga beach",2015,44002.71
"2151","wasaga beach",2016,35032.16
"2152","waterdown",2007,5654.04
"2153","waterdown",2008,7864.58
"2154","waterdown",2009,20132.74
"2155","waterdown",2010,25083.75
"2156","waterdown",2011,36730.78
"2157","waterdown",2012,53610.28
"2158","waterdown",2013,53444
"2159","waterdown",2014,45498.31
"2160","waterdown",2015,44352.75
"2161","waterdown",2016,50341.75
"2162","waterford",2010,1006.55
"2163","waterford",2011,251.18
"2164","waterford",2012,105
"2165","waterford",2013,13583.95
"2166","waterford",2014,17166.38
"2167","waterford",2015,28333.31
"2168","waterford",2016,10984.07
"2169","waterloo",2008,142.92
"2170","waterloo",2009,8013.26
"2171","waterloo",2010,11913.39
"2172","waterloo",2011,11282.95
"2173","waterloo",2012,12069.96
"2174","waterloo",2013,36942.96
"2175","waterloo",2014,24859.19
"2176","waterloo",2015,27659.49
"2177","waterloo",2016,14187.23
"2178","welland",2009,1540.7
"2179","welland",2013,1266.98
"2180","welland",2014,2738.89
"2181","welland",2015,208.88
"2182","welland",2016,325.34
"2183","west vancouver",2014,49.98
"2184","west vancouver",2016,213.99
"2185","westbank",2009,1684.32
"2186","westbank",2010,1935.2
"2187","westbank",2011,6442.11
"2188","westbank",2012,5752.19
"2189","westbank",2013,8357.1
"2190","westbank",2014,13397.61
"2191","westbank",2015,594.74
"2192","westbank",2016,591.75
"2193","wetaskiwin",2011,89.12
"2194","wetaskiwin",2012,25.06
"2195","wetaskiwin",2013,1289.81
"2196","wetaskiwin",2014,6170.83
"2197","wetaskiwin",2015,3548.11
"2198","wetaskiwin",2016,3339.88
"2199","whitby",2008,1006.55
"2200","whitby",2009,30629.78
"2201","whitby",2010,42095.87
"2202","whitby",2011,69667.59
"2203","whitby",2012,64833.06
"2204","whitby",2013,65624.17
"2205","whitby",2014,75911.02
"2206","whitby",2015,80731.8
"2207","whitby",2016,43100.13
"2208","whitecourt",2008,67531.19
"2209","whitecourt",2009,22018.9
"2210","whitecourt",2010,26561.91
"2211","whitecourt",2011,24118.34
"2212","whitecourt",2012,19778.81
"2213","whitecourt",2013,24262.5
"2214","whitecourt",2014,30122.49
"2215","whitecourt",2015,23092.76
"2216","whitecourt",2016,5279.8
"2217","whitehorse",2009,5458.39
"2218","whitehorse",2010,4235.28
"2219","whitehorse",2011,16962.42
"2220","whitehorse",2012,15997.55
"2221","whitehorse",2013,19909.4
"2222","whitehorse",2014,17492.75
"2223","whitehorse",2015,22769.62
"2224","whitehorse",2016,15517.77
"2225","williams lake",2008,3394.74
"2226","williams lake",2009,3470.35
"2227","williams lake",2010,6906
"2228","williams lake",2011,4684.64
"2229","williams lake",2012,15964.86
"2230","williams lake",2013,40265.97
"2231","williams lake",2014,38123.34
"2232","williams lake",2015,39992.16
"2233","williams lake",2016,39967.1
"2234","windsor",2007,4079.37
"2235","windsor",2008,1030.23
"2236","windsor",2009,10016.97
"2237","windsor",2010,22492.55
"2238","windsor",2011,72080.95
"2239","windsor",2012,91057.2
"2240","windsor",2013,100351.76
"2241","windsor",2014,118694.3
"2242","windsor",2015,152359.45
"2243","windsor",2016,105522.98
"2244","winkler",2011,2493.49
"2245","winkler",2012,238.71
"2246","winnipeg",2007,15174.53
"2247","winnipeg",2008,42259.86
"2248","winnipeg",2009,95177.56
"2249","winnipeg",2010,122370.68
"2250","winnipeg",2011,150695.75
"2251","winnipeg",2012,158884.27
"2252","winnipeg",2013,186190.5
"2253","winnipeg",2014,183224.68
"2254","winnipeg",2015,243377.07
"2255","winnipeg",2016,161747.43
"2256","woodbridge",2008,21121.33
"2257","woodbridge",2009,35302.92
"2258","woodbridge",2010,51268.44
"2259","woodbridge",2011,91307.08
"2260","woodbridge",2012,85223.63
"2261","woodbridge",2013,73286.19
"2262","woodbridge",2014,83373.19
"2263","woodbridge",2015,117369.13
"2264","woodbridge",2016,82661.64
"2265","woodstock",2014,5702.74
"2266","woodstock",2015,15714.94
"2267","woodstock",2016,9273.07
"2268","wynyard",2007,1220.38
"2269","wynyard",2008,4956.66
"2270","wynyard",2009,6485.94
"2271","wynyard",2010,20408.27
"2272","wynyard",2011,27039.2
"2273","wynyard",2012,35650.09
"2274","wynyard",2013,32828.77
"2275","wynyard",2014,25152.61
"2276","wynyard",2015,3347.01
"2277","wynyard",2016,14639.84
"2278","yarmouth",2016,837.82
